瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),钦拌 老炼矫埃(hr),钦拌 老荤樊(MJ/m2)
192,柳林,2019-11-30,6.1,,0.5,59.1,8.7,12.25
192,柳林,2019-12-01,6.8,26.7,0.7,91.5,0,1.2
192,柳林,2019-12-02,5.9,,1.7,54.6,8.3,11.45
192,柳林,2019-12-03,2.1,,0.7,74.9,6.8,10.36
192,柳林,2019-12-04,2.9,,0.7,71,8.6,11.73
192,柳林,2019-12-05,2.3,,1.5,56.5,8.5,11.13
192,柳林,2019-12-06,-1.9,,1,44.5,7,9.75
192,柳林,2019-12-07,-0.3,,0.8,60.9,8.6,12.17
192,柳林,2019-12-08,0.5,,0.5,73.3,7.5,11.6
192,柳林,2019-12-09,1.2,,0.5,71.1,8.5,11.77
192,柳林,2019-12-10,5.1,,0.5,79.8,7.8,9.53
192,柳林,2019-12-11,7.5,,1.5,67.4,6,8.18
192,柳林,2019-12-12,2.9,,0.9,45.1,8.5,12.03
192,柳林,2019-12-13,0.5,,0.4,63.4,7.8,8.89
192,柳林,2019-12-14,3.1,,0.8,59.6,8.2,10.81
192,柳林,2019-12-15,4.4,,0.4,69,7.9,10.54
192,柳林,2019-12-16,5.3,,0.3,80.6,6.7,9.04
192,柳林,2019-12-17,7.3,0,0.5,83.3,1.1,4.52
192,柳林,2019-12-18,7.2,,0.7,57.8,8.4,11.35
192,柳林,2019-12-19,4.4,,1.2,47.1,7.6,10.7
192,柳林,2019-12-20,1.9,,0.7,58.9,7.2,9.87
192,柳林,2019-12-21,-0.8,,0.3,71.4,0,4.2
192,柳林,2019-12-22,1.6,,0.5,72.9,2.5,5.23
192,柳林,2019-12-23,2.3,,0.6,73.3,6.9,9.47
192,柳林,2019-12-24,2.2,,0.4,70.9,7.5,10.45
192,柳林,2019-12-25,4.2,,0.5,61.3,8.4,10.85
192,柳林,2019-12-26,4.6,1.2,0.7,72,0,1.6
192,柳林,2019-12-27,2.2,,1.5,45.1,8.5,11.94
192,柳林,2019-12-28,-0.6,,0.4,65,8.4,12.13
192,柳林,2019-12-29,1.4,13,0.4,78.6,0,2.92
192,柳林,2019-12-30,6,0.6,0.4,84.1,1.8,5.6
192,柳林,2019-12-31,-1.1,,2.2,35.3,8.5,12.56
192,柳林,2020-01-01,-1.6,,0.5,56.1,8.5,11.67
192,柳林,2020-01-02,-0.3,,0.3,74,8.5,10.78
192,柳林,2020-01-03,0.5,,0.4,71.9,8.5,11.08
192,柳林,2020-01-04,0.9,,0.6,67.4,8,10.67
192,柳林,2020-01-05,1,,0.4,61.6,8.4,12.39
192,柳林,2020-01-06,3.1,13.8,0.3,85.3,0,1.67
192,柳林,2020-01-07,9.9,40.3,0.9,93.6,0,1.59
192,柳林,2020-01-08,7.4,,3.1,66.4,3.8,5.99
192,柳林,2020-01-09,3.1,,0.8,63.9,8.1,10.11
192,柳林,2020-01-10,0.7,,0.4,70.6,8.6,11.71
192,柳林,2020-01-11,2.9,,0.5,66.4,8.6,11.71
192,柳林,2020-01-12,2.4,,0.9,60.5,8.6,11.97
192,柳林,2020-01-13,-0.2,,0.6,68.8,8.2,12.02
192,柳林,2020-01-14,0.6,,0.8,58.9,4.5,7.92
192,柳林,2020-01-15,-0.4,,0.7,63.9,8.7,13.11
192,柳林,2020-01-16,0.6,,0.6,52.8,6.8,10.53
192,柳林,2020-01-17,1.9,,0.4,51.1,7.7,9.76
192,柳林,2020-01-18,1.7,,0.6,51.6,8.1,11.88
192,柳林,2020-01-19,1.1,,0.6,65.9,5.3,9.38
192,柳林,2020-01-20,0.7,,0.7,66.9,8.7,12.12
192,柳林,2020-01-21,0.6,,0.7,53,8.9,14.67
192,柳林,2020-01-22,3.5,20.1,0.5,76,0,1.39
192,柳林,2020-01-23,6.7,7.9,0.6,93.4,0.3,5.1
192,柳林,2020-01-24,5.8,,0.6,77.4,7.1,11.08
192,柳林,2020-01-25,6,,0.5,82.4,0.1,5.01
192,柳林,2020-01-26,7.3,,1.1,72.4,3.5,7.09
192,柳林,2020-01-27,5.9,22.8,1.7,89.6,0,1.18
192,柳林,2020-01-28,8.2,0.3,1.2,70.4,0,5.48
192,柳林,2020-01-29,6.6,0.5,0.7,81.6,0.8,6.14
192,柳林,2020-01-30,5.2,,0.8,72.6,5.2,9.9
192,柳林,2020-01-31,2.3,,0.6,73.1,8.5,13.79
192,柳林,2020-02-01,2,,0.8,70.3,9.1,13.62
192,柳林,2020-02-02,2.3,,0.5,74.1,9,12.71
192,柳林,2020-02-03,1.6,,0.7,65,8.4,13.74
192,柳林,2020-02-04,0.3,,0.7,60.9,9.5,15.96
192,柳林,2020-02-05,-0.1,,2.2,35.5,9.6,16.18
192,柳林,2020-02-06,-1.6,,1.1,31.5,8.6,13.91
192,柳林,2020-02-07,2.3,,0.7,40.9,8.5,12.61
192,柳林,2020-02-08,2.7,,1.6,49.3,9.6,15.32
192,柳林,2020-02-09,0.7,,0.7,50.4,9.7,16.22
192,柳林,2020-02-10,2.6,,0.7,64.5,9.4,14.07
192,柳林,2020-02-11,5.4,,0.6,62.9,8.9,13.13
192,柳林,2020-02-12,8.6,20.8,0.6,93.9,0,2.4
192,柳林,2020-02-13,8.3,,0.7,85.1,7.8,14
192,柳林,2020-02-14,9.2,,0.5,73.6,9.6,15.95
192,柳林,2020-02-15,10,0.5,0.7,76.4,5.2,11.08
192,柳林,2020-02-16,5,4,1.8,64,3.9,8.61
192,柳林,2020-02-17,-0.3,,2.9,51.1,6.3,13.12
192,柳林,2020-02-18,0.4,,1.1,48.3,10.2,18.41
192,柳林,2020-02-19,3.1,,0.6,54.9,9.9,16.63
192,柳林,2020-02-20,5.4,,0.6,58.9,9.9,16.84
192,柳林,2020-02-21,7,1.3,0.8,70.4,8.8,16.19
192,柳林,2020-02-22,8.3,0.5,2,52.9,10,17.63
192,柳林,2020-02-23,3.6,,0.9,59.1,10.1,19.03
192,柳林,2020-02-24,6.7,0.6,0.7,66,8.9,16.35
192,柳林,2020-02-25,8.1,17.1,0.8,94.5,0,1.12
192,柳林,2020-02-26,9.4,,0.9,79.1,5.5,13.15
192,柳林,2020-02-27,7.3,,1.1,67.6,4.3,11.47
192,柳林,2020-02-28,5.2,1.3,0.5,84.5,0,2.6
192,柳林,2020-02-29,6.5,,0.7,83.1,2.9,9.23
192,柳林,2020-03-01,8.9,0,0.9,74.1,3.8,12.13
192,柳林,2020-03-02,7.7,,1.6,43.6,9.8,19.34
192,柳林,2020-03-03,6.9,,0.6,67.6,5.5,11.4
192,柳林,2020-03-04,6.2,0,1.8,52,9.1,19.1
192,柳林,2020-03-05,3.3,,1.2,46.8,10.7,20.44
192,柳林,2020-03-06,4.1,,0.8,57.5,10.8,20.58
192,柳林,2020-03-07,4.5,3.9,0.6,86.6,0.7,6.75
192,柳林,2020-03-08,7.4,,0.8,75.1,10.5,20.63
192,柳林,2020-03-09,8,7.4,0.4,85,0.6,6.79
192,柳林,2020-03-10,9,10.3,1,79.3,0,3.7
192,柳林,2020-03-11,4.8,,1.5,56.6,10.7,22.38
192,柳林,2020-03-12,6,,1,56.8,10.8,22.04
192,柳林,2020-03-13,9.3,,0.8,52.6,8.6,18.23
192,柳林,2020-03-14,7.4,,2.2,24.1,10.9,22.91
192,柳林,2020-03-15,6,0,2.9,46.1,8.6,17.76
192,柳林,2020-03-16,5.6,,1.4,42.8,10.9,22.67
192,柳林,2020-03-17,9.3,,1.6,54.4,10.8,20.85
192,柳林,2020-03-18,9.4,,0.9,58.8,10.9,22.23
192,柳林,2020-03-19,12.1,,2.9,50.1,10.6,20.3
192,柳林,2020-03-20,10.6,,1.9,36.6,11.2,22.46
192,柳林,2020-03-21,12.3,,1.3,62.3,10.8,20.3
192,柳林,2020-03-22,13.6,,1.2,75.1,9.9,18.86
192,柳林,2020-03-23,11.6,,1.4,46.6,11.4,22.95
192,柳林,2020-03-24,9.6,,0.8,56.8,11,22.29
192,柳林,2020-03-25,11.2,,0.9,58.9,11.2,22.45
192,柳林,2020-03-26,10.8,18.6,0.4,88.8,0,2.26
192,柳林,2020-03-27,14.6,0.9,0.7,79.6,4.1,10.68
192,柳林,2020-03-28,8.7,,0.8,59.3,0,8.74
192,柳林,2020-03-29,9,,1.2,65.8,8.9,20.93
192,柳林,2020-03-30,11.4,,0.9,64.3,11.2,21.67
192,柳林,2020-03-31,11.4,,0.7,65.9,11.3,22.41
192,柳林,2020-04-01,13.6,0.4,1.3,46.8,6,15.89
192,柳林,2020-04-02,9.7,,0.8,44.6,10.8,22.96
192,柳林,2020-04-03,10.8,,0.9,47.9,11.1,23.81
192,柳林,2020-04-04,10.9,,1.3,42.1,11.3,24.45
192,柳林,2020-04-05,7.5,,0.7,43.8,11.3,25.91
192,柳林,2020-04-06,9.3,,0.7,51.1,10.5,24.31
192,柳林,2020-04-07,13,,0.8,51.3,11.2,22.03
192,柳林,2020-04-08,12.1,,1,37.3,11.4,24.65
192,柳林,2020-04-09,10.2,,0.8,42,11.3,23.62
192,柳林,2020-04-10,9.5,0,0.5,65.8,0,4.97
192,柳林,2020-04-11,9.2,4.2,0.5,79.3,0.4,8.97
192,柳林,2020-04-12,9.3,4.4,1.2,73,5.3,10.67
192,柳林,2020-04-13,9.9,,1.3,49.6,10.5,22.14
192,柳林,2020-04-14,11.8,,,54.8,11.8,26.2
192,柳林,2020-04-15,11.3,,0.5,54.9,8.7,17.99
192,柳林,2020-04-16,11.4,,0.8,68.1,11.7,24.69
192,柳林,2020-04-17,10.7,28.9,0.3,90.8,0,2.47
192,柳林,2020-04-18,14.1,,0.7,70.3,11.4,26.32
192,柳林,2020-04-19,10.8,30,0.7,90.3,0.1,4.14
192,柳林,2020-04-20,13.6,,1.7,68.5,9.5,23.32
192,柳林,2020-04-21,11.4,,2.1,36.9,11.2,26.8
192,柳林,2020-04-22,8.1,,2.1,40.6,11.5,26.92
192,柳林,2020-04-23,8.1,,1.6,51,12.4,27.73
192,柳林,2020-04-24,10.4,,2,42.3,12.4,28.19
192,柳林,2020-04-25,14.4,,1.8,58.8,12.2,25.56
192,柳林,2020-04-26,13.7,,1.2,52.4,11.7,27.69
192,柳林,2020-04-27,12.7,,0.8,50.8,11.5,24.33
192,柳林,2020-04-28,12.4,,0.7,54.3,12.5,27.66
192,柳林,2020-04-29,14.6,,0.9,51.4,12.6,27.62
192,柳林,2020-04-30,16,,1.2,68,12.6,27.94
192,柳林,2020-05-01,20.7,,1.4,74.1,12.2,25.73
192,柳林,2020-05-02,19.2,1.3,0.8,81.5,4.4,15.22
192,柳林,2020-05-03,16.8,29.5,0.4,94.9,0,4.02
192,柳林,2020-05-04,20.8,,0.6,81,10.2,24.07
192,柳林,2020-05-05,17.7,,0.6,81.1,0.9,7.84
192,柳林,2020-05-06,19.1,,1,63.5,12.6,27.78
192,柳林,2020-05-07,16.2,,1.2,53.5,12.6,28.19
192,柳林,2020-05-08,15.7,0,0.7,66.6,9.3,22
192,柳林,2020-05-09,17,45.9,1,92.6,0,3.29
192,柳林,2020-05-10,18.1,,1.1,72.1,9.3,23.37
192,柳林,2020-05-11,19.6,,0.6,58.8,12.6,28.76
192,柳林,2020-05-12,19.4,,2.3,44.3,12.7,27.36
192,柳林,2020-05-13,17.1,,0.9,51.8,12.7,29.29
192,柳林,2020-05-14,17.2,,0.6,55.3,9.4,21.61
192,柳林,2020-05-15,15,17.8,0.3,91.9,0,2.45
192,柳林,2020-05-16,19.4,0.8,0.4,84.8,7,21.23
192,柳林,2020-05-17,19.3,,0.9,82.6,7.8,21.27
192,柳林,2020-05-18,17.8,13.6,0.6,89,0,4.86
192,柳林,2020-05-19,14.3,0,1.7,75.5,6.6,17.06
192,柳林,2020-05-20,15.8,,0.9,72.3,7.5,24.66
192,柳林,2020-05-21,16.1,,0.9,75.8,5.6,17.05
192,柳林,2020-05-22,16.5,,0.9,72.9,11.3,24.93
192,柳林,2020-05-23,17.4,,1.1,72.4,13,28.7
192,柳林,2020-05-24,19.7,,1,80.3,5.5,18.18
192,柳林,2020-05-25,19.4,,0.5,74.4,4.1,17.67
192,柳林,2020-05-26,19.1,,0.6,78,6,17.66
192,柳林,2020-05-27,19.8,,0.8,63.3,12,28.26
192,柳林,2020-05-28,19.5,,0.9,66.5,13.1,28.61
192,柳林,2020-05-29,20.2,,0.8,65.5,12.1,27.99
192,柳林,2020-05-30,19.8,,0.7,61.8,4,17.05
192,柳林,2020-05-31,19.8,1.2,0.7,73.8,4,18.23
192,柳林,2020-06-01,22.1,,1.1,63.1,11.9,27.17
192,柳林,2020-06-02,20.2,0,0.9,56.6,12.7,29.94
192,柳林,2020-06-03,21.4,,0.9,77.3,6.1,20.51
192,柳林,2020-06-04,24.2,,1,76.6,10.2,26.91
192,柳林,2020-06-05,24.1,,0.9,72.3,10.4,23.12
192,柳林,2020-06-06,22.5,2.5,0.9,77.9,5.2,18.19
192,柳林,2020-06-07,22.6,,0.8,71.3,10.3,25.85
192,柳林,2020-06-08,23.1,,0.7,63.6,13,28.59
192,柳林,2020-06-09,24.2,,0.8,67.6,13.1,29.42
192,柳林,2020-06-10,24.7,0.4,0.9,75.8,10.4,25.34
192,柳林,2020-06-11,24.8,3.2,0.8,85.9,4.8,17.84
192,柳林,2020-06-12,24.6,11.2,0.9,87.5,5,18.63
192,柳林,2020-06-13,23.1,39.6,0.6,91.9,0.6,9.64
192,柳林,2020-06-14,24.4,11.6,1.2,90.9,4.1,13.21
192,柳林,2020-06-15,23.6,,0.8,75.1,12,28.37
192,柳林,2020-06-16,23.9,,0.8,64.9,13.2,28.86
192,柳林,2020-06-17,21.5,0.5,0.6,77.9,4.8,16.24
192,柳林,2020-06-18,18.1,38.5,0.7,95.9,0,3.73
192,柳林,2020-06-19,22.3,2.2,1.1,77.1,8.3,24.97
192,柳林,2020-06-20,22.3,,0.6,80.4,5.8,17.62
192,柳林,2020-06-21,22.3,,0.9,78.8,9.9,24.86
192,柳林,2020-06-22,22.9,,1.2,76.4,11.7,29.15
192,柳林,2020-06-23,23.4,,0.8,75.1,10.7,28.16
192,柳林,2020-06-24,22,26.9,0.3,92.8,0,5.89
192,柳林,2020-06-25,22.9,2.9,0.8,94.9,0,7.24
192,柳林,2020-06-26,24.4,,1,76.4,12,29.37
192,柳林,2020-06-27,24.2,,0.6,82.1,7.3,20.7
192,柳林,2020-06-28,25.8,,0.8,78.5,11.7,28.2
192,柳林,2020-06-29,21.8,92.6,1,92.3,0,4.96
192,柳林,2020-06-30,22.7,2.1,2.9,77,8.7,26.48
192,柳林,2020-07-01,22.3,,0.8,77.4,6.2,18.61
192,柳林,2020-07-02,21.6,,0.6,81.4,5.8,15.12
192,柳林,2020-07-03,19.5,10.4,0.8,91.4,0,4.98
192,柳林,2020-07-04,21.1,,0.5,84.5,1.1,13.16
192,柳林,2020-07-05,22.2,,0.5,83.8,4,16.67
192,柳林,2020-07-06,22,0,0.3,92.8,0,5.14
192,柳林,2020-07-07,24.6,,1,84.9,9.6,24.76
192,柳林,2020-07-08,24.9,,0.9,80.3,9.4,23.96
192,柳林,2020-07-09,22.6,2.6,1.1,90.6,0.5,9.32
192,柳林,2020-07-10,23.9,62.6,1,91.6,3.7,12.73
192,柳林,2020-07-11,24.7,,1.1,87.3,2.9,15.78
192,柳林,2020-07-12,20.9,71,0.9,95.1,0,4.07
192,柳林,2020-07-13,19.3,121.1,0.6,98.9,0,3.36
192,柳林,2020-07-14,20.2,7.9,1,96.3,0,6.85
192,柳林,2020-07-15,19.5,7.5,0.5,97.8,0,6.36
192,柳林,2020-07-16,22,,0.8,83.1,8.9,24.37
192,柳林,2020-07-17,22.7,,0.9,81.9,8.9,23.65
192,柳林,2020-07-18,22.1,,0.7,84.8,1.7,13.39
192,柳林,2020-07-19,23.3,6.6,0.7,94.1,0,5.3
192,柳林,2020-07-20,26.3,0.7,1.4,88,4.2,14.18
192,柳林,2020-07-21,25.2,8.3,0.7,84.4,6,18.14
192,柳林,2020-07-22,23.4,36.1,0.5,95.3,0,5.43
192,柳林,2020-07-23,22.5,102.8,1.2,96.8,0,2.75
192,柳林,2020-07-24,21.1,9.3,1.2,92.5,0,3.21
192,柳林,2020-07-25,21.6,5.2,0.5,95.6,0.1,6.92
192,柳林,2020-07-26,23.7,,0.9,81.3,10.8,26.09
192,柳林,2020-07-27,22,41.4,0.5,94.9,0,4.72
192,柳林,2020-07-28,24.4,21.9,0.7,94.9,0.7,10.02
192,柳林,2020-07-29,24.4,23.7,0.4,95.6,0.3,6.66
192,柳林,2020-07-30,24.6,48.4,0.8,93.8,3.2,9.48
192,柳林,2020-07-31,26.2,,0.8,88.3,6.5,18.24
192,柳林,2020-08-01,26.6,,0.9,85.1,5.9,18.52
192,柳林,2020-08-02,27.4,,1.3,84.6,5.3,17.79
192,柳林,2020-08-03,27.2,,1.2,84.9,2.4,14.3
192,柳林,2020-08-04,27.4,,1,85.8,8.3,21.08
192,柳林,2020-08-05,27.1,26.6,1.1,90.4,2.3,12.96
192,柳林,2020-08-06,26.9,11.8,1.6,89.3,0.2,5.83
192,柳林,2020-08-07,25.4,90.3,0.8,95,0,4.13
192,柳林,2020-08-08,25.3,107.5,1.1,94.4,0,2.83
192,柳林,2020-08-09,27.4,1.1,1.6,84.6,9.2,21.88
192,柳林,2020-08-10,25.8,68.9,1.2,95.3,0,4.73
192,柳林,2020-08-11,26.5,21.9,1.2,89.8,3,9.37
192,柳林,2020-08-12,27.8,1.8,1,88.6,3.1,12.22
192,柳林,2020-08-13,28,,1.2,84.5,8.3,20.7
192,柳林,2020-08-14,28.7,,1.5,82.5,12.1,22.83
192,柳林,2020-08-15,29.2,,1.3,79.4,12.5,25.5
192,柳林,2020-08-16,28.4,,1,81.5,11.3,25.36
192,柳林,2020-08-17,28.3,,0.8,81.3,10.1,25.08
192,柳林,2020-08-18,28.5,,0.9,79.5,12.2,25.53
192,柳林,2020-08-19,28.3,,0.7,78.5,12.3,25.98
192,柳林,2020-08-20,28.4,,0.8,77.4,12.3,25.89
192,柳林,2020-08-21,27.5,,0.9,80.8,8.2,21.78
192,柳林,2020-08-22,26.7,,0.8,79.1,4.1,14.2
192,柳林,2020-08-23,26.6,,0.8,79.5,8.4,19.55
192,柳林,2020-08-24,27.1,,0.8,79.1,11.5,23.42
192,柳林,2020-08-25,28,0,1,77.8,10.5,20.38
192,柳林,2020-08-26,27.4,8.3,2.1,85,4.9,12.4
192,柳林,2020-08-27,27.3,14.6,1.4,88.8,3.3,13.48
192,柳林,2020-08-28,26.7,0.8,0.5,90.1,4.1,10.59
192,柳林,2020-08-29,27.2,0.9,0.8,86.9,8.5,20.03
192,柳林,2020-08-30,27.8,0,0.9,83.8,8.6,22.61
192,柳林,2020-08-31,26.6,2.2,1.1,81.9,2.2,10.34
192,柳林,2020-09-01,26,0,0.8,79.6,4.1,13.67
192,柳林,2020-09-02,25.2,49.9,1.4,91,0,3.75
192,柳林,2020-09-03,25.8,50.5,3.9,66.6,10.5,22.83
192,柳林,2020-09-04,22.6,,0.9,81.3,9.8,21.67
192,柳林,2020-09-05,19.9,7.3,0.6,92.9,0,3.47
192,柳林,2020-09-06,20.3,7.9,1.6,89.1,0,4.26
192,柳林,2020-09-07,22.2,49.9,3.3,81.1,1.8,9.55
192,柳林,2020-09-08,24.3,0.5,1.8,79.9,8.5,17.25
192,柳林,2020-09-09,22.5,10.8,0.9,85.6,6.8,15.36
192,柳林,2020-09-10,22.9,10.5,0.6,82.9,7.9,18.58
192,柳林,2020-09-11,21.8,3.3,0.8,88.5,0.6,6.82
192,柳林,2020-09-12,21.2,2.4,1.3,82.4,1.6,9.95
192,柳林,2020-09-13,20.5,0.4,0.5,86.8,1,9.86
192,柳林,2020-09-14,22.1,,0.6,83,6.8,18.36
192,柳林,2020-09-15,22.8,,0.6,80,9.8,18.78
192,柳林,2020-09-16,21.4,1.8,0.4,91.6,0.1,5.86
192,柳林,2020-09-17,20.6,3.7,0.3,92.6,0.1,5.42
192,柳林,2020-09-18,18.9,1.1,0.6,87.6,1.7,9.29
192,柳林,2020-09-19,18.6,,1,74.5,10.1,18.84
192,柳林,2020-09-20,18.2,,0.9,71.8,10.7,22.09
192,柳林,2020-09-21,17.5,,0.8,71.1,10.5,19.86
192,柳林,2020-09-22,17.6,,1,75.6,4.4,12.48
192,柳林,2020-09-23,19.1,,1.1,70.5,1.2,9.66
192,柳林,2020-09-24,20.2,0,1.4,70.8,4.5,13.41
192,柳林,2020-09-25,19.9,,0.9,74.6,7.1,14.86
192,柳林,2020-09-26,18.9,,0.8,73.8,8.5,18.24
192,柳林,2020-09-27,18.4,,0.9,75.5,8.7,16.65
192,柳林,2020-09-28,17,,0.7,76,10.6,20.53
192,柳林,2020-09-29,17,,0.6,78.1,10.1,18.67
192,柳林,2020-09-30,18.9,,0.8,72.8,9.3,17.61
192,柳林,2020-10-01,19.3,,0.8,75.4,9.7,19.11
192,柳林,2020-10-02,19.5,,0.8,82.1,8.5,17.49
192,柳林,2020-10-03,20.6,0,0.7,77.4,5.7,14.62
192,柳林,2020-10-04,19.5,0.2,0.6,82.8,1.8,9.27
192,柳林,2020-10-05,15.9,,1.8,52.1,10.5,20.46
192,柳林,2020-10-06,15.1,,0.8,62.1,10.5,20.29
192,柳林,2020-10-07,17.4,,1.2,60.5,10.1,19.19
192,柳林,2020-10-08,18.2,,2.4,57,9.8,18.16
192,柳林,2020-10-09,18.8,,2.2,53.1,9.6,17.7
192,柳林,2020-10-10,18.3,,1.2,64.4,4.3,12.28
192,柳林,2020-10-11,16.2,,0.8,72.8,8.4,16.57
192,柳林,2020-10-12,17.2,,0.8,73,9.2,17.23
192,柳林,2020-10-13,14.2,,0.8,63.1,7.7,15.67
192,柳林,2020-10-14,13.4,,0.7,63.5,5.6,11.97
192,柳林,2020-10-15,14,,1,50.1,9.6,17.72
192,柳林,2020-10-16,12.1,0,0.4,73.6,0.4,5.27
192,柳林,2020-10-17,14.2,,0.6,71.3,9.3,16.84
192,柳林,2020-10-18,13.6,,0.5,72,9.9,16.1
192,柳林,2020-10-19,12.8,,0.6,69.4,9.7,16.09
192,柳林,2020-10-20,12.8,,0.6,68.9,10,17.19
192,柳林,2020-10-21,13.4,27.6,0.4,85,1,5.23
192,柳林,2020-10-22,14.8,0.8,0.6,77.6,1.3,7.44
192,柳林,2020-10-23,11.1,,1.4,53.1,10,17.77
192,柳林,2020-10-24,9.4,,0.8,63.5,10,17.18
192,柳林,2020-10-25,10.8,,0.6,74,9.1,16.1
192,柳林,2020-10-26,11.4,,0.5,74,9.3,15.81
192,柳林,2020-10-27,11.7,,0.4,73.8,9.7,14.5
192,柳林,2020-10-28,12.7,0,0.4,80.9,4.2,7.97
192,柳林,2020-10-29,10.5,,0.6,65,9.9,15.63
192,柳林,2020-10-30,10.7,,0.5,69.1,9.9,15.15
192,柳林,2020-10-31,9.9,,0.4,75.4,9,13.88
192,柳林,2020-11-01,11.7,0.4,0.4,82.9,0.1,3.59
192,柳林,2020-11-02,11.8,1.9,0.5,79.6,5.3,9.82
192,柳林,2020-11-03,7.3,,2,57,9.5,15.3
192,柳林,2020-11-04,5.3,,0.6,64.6,9.5,15.74
192,柳林,2020-11-05,7.5,,0.4,63.5,8,12.28
192,柳林,2020-11-06,11,0,0.4,74.4,0.1,4.16
192,柳林,2020-11-07,12.8,,0.4,77.9,5.9,11.36
192,柳林,2020-11-08,10.2,,1.3,51,9.3,13.9
192,柳林,2020-11-09,8,,1.7,42.9,9.3,14.91
192,柳林,2020-11-10,7.8,,0.7,56.8,9.4,14.22
192,柳林,2020-11-11,6.4,,0.6,63.8,9.3,13.92
192,柳林,2020-11-12,7.5,,0.5,72.5,9.2,13.81
192,柳林,2020-11-13,8.4,,0.4,74.4,9.2,12.8
192,柳林,2020-11-14,9.8,,0.4,82.3,8.1,10.66
192,柳林,2020-11-15,10.3,,0.4,79.6,9,12.9
192,柳林,2020-11-16,11.3,,0.5,73.4,8.4,12.39
