data,C,mm,ms,Humidity,hr,mj,result
2019-12-02,5.9,0.0,1.7,54.6,8.3,11.45,1015
2019-12-03,2.1,0.0,0.7,74.9,6.8,10.36,912
2019-12-04,2.9,0.0,0.7,71.0,8.6,11.73,990
2019-12-05,2.3,0.0,1.5,56.5,8.5,11.13,1055
2019-12-06,-1.9,0.0,1.0,44.5,7.0,9.75,841
2019-12-07,-0.3,0.0,0.8,60.9,8.6,12.17,1072
2019-12-08,0.5,0.0,0.5,73.3,7.5,11.6,1029
2019-12-09,1.2,0.0,0.5,71.1,8.5,11.77,984
2019-12-10,5.1,0.0,0.5,79.8,7.8,9.53,819
2019-12-11,7.5,0.0,1.5,67.4,6.0,8.18,734
2019-12-12,2.9,0.0,0.9,45.1,8.5,12.03,1051
2019-12-13,0.5,0.0,0.4,63.4,7.8,8.89,744
2019-12-14,3.1,0.0,0.8,59.6,8.2,10.81,920
2019-12-15,4.4,0.0,0.4,69.0,7.9,10.54,913
2019-12-16,5.3,0.0,0.3,80.6,6.7,9.04,780
2019-12-17,7.3,0.0,0.5,83.3,1.1,4.52,434
2019-12-18,7.2,0.0,0.7,57.8,8.4,11.35,922
2019-12-19,4.4,0.0,1.2,47.1,7.6,10.7,977
2019-12-20,1.9,0.0,0.7,58.9,7.2,9.87,873
2019-12-21,-0.8,0.0,0.3,71.4,0.0,4.2,366
2019-12-22,1.6,0.0,0.5,72.9,2.5,5.23,348
2019-12-23,2.3,0.0,0.6,73.3,6.9,9.47,798
2019-12-24,2.2,0.0,0.4,70.9,7.5,10.45,881
2019-12-25,4.2,0.0,0.5,61.3,8.4,10.85,873
2019-12-26,4.6,1.2,0.7,72.0,0.0,1.6,169
2019-12-27,2.2,0.0,1.5,45.1,8.5,11.94,1036
2019-12-28,-0.6,0.0,0.4,65.0,8.4,12.13,973
2019-12-29,1.4,13.0,0.4,78.6,0.0,2.92,265
2019-12-30,6.0,0.6,0.4,84.1,1.8,5.6,422
2019-12-31,-1.1,0.0,2.2,35.3,8.5,12.56,1089
2020-01-01,-1.6,0.0,0.5,56.1,8.5,11.67,1039
2020-01-02,-0.3,0.0,0.3,74.0,8.5,10.78,1177
2020-01-03,0.5,0.0,0.4,71.9,8.5,11.08,1155
2020-01-04,0.9,0.0,0.6,67.4,8.0,10.67,542
2020-01-05,1.0,0.0,0.4,61.6,8.4,12.39,851
2020-01-06,3.1,13.8,0.3,85.3,0.0,1.67,1147
2020-01-07,9.9,40.3,0.9,93.6,0.0,1.59,1007
2020-01-08,7.4,0.0,3.1,66.4,3.8,5.99,1047
2020-01-09,3.1,0.0,0.8,63.9,8.1,10.11,814
2020-01-10,0.7,0.0,0.4,70.6,8.6,11.71,1121
2020-01-11,2.9,0.0,0.5,66.4,8.6,11.71,1000
2020-01-12,2.4,0.0,0.9,60.5,8.6,11.97,618
2020-01-13,-0.2,0.0,0.6,68.8,8.2,12.02,1107
2020-01-14,0.6,0.0,0.8,58.9,4.5,7.92,1019
2020-01-15,-0.4,0.0,0.7,63.9,8.7,13.11,953
2020-01-16,0.6,0.0,0.6,52.8,6.8,10.53,1244
2020-01-17,1.9,0.0,0.4,51.1,7.7,9.76,1217
2020-01-18,1.7,0.0,0.6,51.6,8.1,11.88,1209
2020-01-19,1.1,0.0,0.6,65.9,5.3,9.38,759
2020-01-20,0.7,0.0,0.7,66.9,8.7,12.12,1251
2020-01-21,0.6,0.0,0.7,53.0,8.9,14.67,1264
2020-01-22,3.5,20.1,0.5,76.0,0.0,1.39,1188
2020-01-23,6.7,7.9,0.6,93.4,0.3,5.1,1120
2020-01-24,5.8,0.0,0.6,77.4,7.1,11.08,1244
2020-01-25,6.0,0.0,0.5,82.4,0.1,5.01,677
2020-01-26,7.3,0.0,1.1,72.4,3.5,7.09,1329
2020-01-27,5.9,22.8,1.7,89.6,0.0,1.18,1304
2020-01-28,8.2,0.3,1.2,70.4,0.0,5.48,1067
2020-01-29,6.6,0.5,0.7,81.6,0.8,6.14,1242
2020-01-30,5.2,0.0,0.8,72.6,5.2,9.9,897
2020-01-31,2.3,0.0,0.6,73.1,8.5,13.79,198
2020-02-01,2.0,0.0,0.8,70.3,9.1,13.62,1339
2020-02-02,2.3,0.0,0.5,74.1,9.0,12.71,1280
2020-02-03,1.6,0.0,0.7,65.0,8.4,13.74,281
2020-02-04,0.3,0.0,0.7,60.9,9.5,15.96,1315
2020-02-05,-0.1,0.0,2.2,35.5,9.6,16.18,1316
2020-02-06,-1.6,0.0,1.1,31.5,8.6,13.91,1199
2020-02-07,2.3,0.0,0.7,40.9,8.5,12.61,843
2020-02-08,2.7,0.0,1.6,49.3,9.6,15.32,1340
2020-02-09,0.7,0.0,0.7,50.4,9.7,16.22,1307
2020-02-10,2.6,0.0,0.7,64.5,9.4,14.07,894
2020-02-11,5.4,0.0,0.6,62.9,8.9,13.13,1453
2020-02-12,8.6,20.8,0.6,93.9,0.0,2.4,1343
2020-02-13,8.3,0.0,0.7,85.1,7.8,14.0,1340
2020-02-14,9.2,0.0,0.5,73.6,9.6,15.95,1141
2020-02-15,10.0,0.5,0.7,76.4,5.2,11.08,894
2020-02-16,5.0,4.0,1.8,64.0,3.9,8.61,1350
2020-02-17,-0.3,0.0,2.9,51.1,6.3,13.12,1517
2020-02-18,0.4,0.0,1.1,48.3,10.2,18.41,612
2020-02-19,3.1,0.0,0.6,54.9,9.9,16.63,385
2020-02-20,5.4,0.0,0.6,58.9,9.9,16.84,1510
2020-02-21,7.0,1.3,0.8,70.4,8.8,16.19,1211
2020-02-22,8.3,0.5,2.0,52.9,10.0,17.63,904
2020-02-23,3.6,0.0,0.9,59.1,10.1,19.03,1432
2020-02-24,6.7,0.6,0.7,66.0,8.9,16.35,1510
2020-02-25,8.1,17.1,0.8,94.5,0.0,1.12,1471
2020-02-26,9.4,0.0,0.9,79.1,5.5,13.15,1492
2020-02-27,7.3,0.0,1.1,67.6,4.3,11.47,853
2020-02-28,5.2,1.3,0.5,84.5,0.0,2.6,1280
2020-02-29,6.5,0.0,0.7,83.1,2.9,9.23,1467
2020-03-01,8.9,0.0,0.9,74.1,3.8,12.13,1121
2020-03-02,7.7,0.0,1.6,43.6,9.8,19.34,903
2020-03-03,6.9,0.0,0.6,67.6,5.5,11.4,1339
2020-03-04,6.2,0.0,1.8,52.0,9.1,19.1,1005
2020-03-05,3.3,0.0,1.2,46.8,10.7,20.44,990
2020-03-06,4.1,0.0,0.8,57.5,10.8,20.58,1482
2020-03-07,4.5,3.9,0.6,86.6,0.7,6.75,1620
2020-03-08,7.4,0.0,0.8,75.1,10.5,20.63,1362
2020-03-09,8.0,7.4,0.4,85.0,0.6,6.79,297
2020-03-10,9.0,10.3,1.0,79.3,0.0,3.7,1285
2020-03-11,4.8,0.0,1.5,56.6,10.7,22.38,1251
2020-03-12,6.0,0.0,1.0,56.8,10.8,22.04,1601
2020-03-13,9.3,0.0,0.8,52.6,8.6,18.23,1710
2020-03-14,7.4,0.0,2.2,24.1,10.9,22.91,1080
2020-03-15,6.0,0.0,2.9,46.1,8.6,17.76,1637
2020-03-16,5.6,0.0,1.4,42.8,10.9,22.67,1745
2020-03-17,9.3,0.0,1.6,54.4,10.8,20.85,1173
2020-03-18,9.4,0.0,0.9,58.8,10.9,22.23,1522
2020-03-19,12.1,0.0,2.9,50.1,10.6,20.3,652
2020-03-20,10.6,0.0,1.9,36.6,11.2,22.46,1424
2020-03-21,12.3,0.0,1.3,62.3,10.8,20.3,1878
2020-03-22,13.6,0.0,1.2,75.1,9.9,18.86,1531
2020-03-23,11.6,0.0,1.4,46.6,11.4,22.95,1897
2020-03-24,9.6,0.0,0.8,56.8,11.0,22.29,1289
2020-03-25,11.2,0.0,0.9,58.9,11.2,22.45,1780
2020-03-26,10.8,18.6,0.4,88.8,0.0,2.26,1726
2020-03-27,14.6,0.9,0.7,79.6,4.1,10.68,1500
2020-03-28,8.7,0.0,0.8,59.3,0.0,8.74,1567
2020-03-29,9.0,0.0,1.2,65.8,8.9,20.93,1546
2020-03-30,11.4,0.0,0.9,64.3,11.2,21.67,1999
2020-03-31,11.4,0.0,0.7,65.9,11.3,22.41,1702
2020-04-01,13.6,0.4,1.3,46.8,6.0,15.89,1908
2020-04-02,9.7,0.0,0.8,44.6,10.8,22.96,1902
2020-04-03,10.8,0.0,0.9,47.9,11.1,23.81,1879
2020-04-04,10.9,0.0,1.3,42.1,11.3,24.45,1677
2020-04-05,7.5,0.0,0.7,43.8,11.3,25.91,1811
2020-04-06,9.3,0.0,0.7,51.1,10.5,24.31,583
2020-04-07,13.0,0.0,0.8,51.3,11.2,22.03,1665
2020-04-08,12.1,0.0,1.0,37.3,11.4,24.65,1066
2020-04-09,10.2,0.0,0.8,42.0,11.3,23.62,672
2020-04-10,9.5,0.0,0.5,65.8,0.0,4.97,1300
2020-04-11,9.2,4.2,0.5,79.3,0.4,8.97,1761
2020-04-12,9.3,4.4,1.2,73.0,5.3,10.67,1435
2020-04-13,9.9,0.0,1.3,49.6,10.5,22.14,793
2020-04-14,11.8,0.0,0.0,54.8,11.8,26.2,1968
2020-04-15,11.3,0.0,0.5,54.9,8.7,17.99,1706
2020-04-16,11.4,0.0,0.8,68.1,11.7,24.69,1614
2020-04-17,10.7,28.9,0.3,90.8,0.0,2.47,1978
2020-04-18,14.1,0.0,0.7,70.3,11.4,26.32,482
2020-04-19,10.8,30.0,0.7,90.3,0.1,4.14,1947
2020-04-20,13.6,0.0,1.7,68.5,9.5,23.32,1280
2020-04-21,11.4,0.0,2.1,36.9,11.2,26.8,1736
2020-04-22,8.1,0.0,2.1,40.6,11.5,26.92,510
2020-04-23,8.1,0.0,1.6,51.0,12.4,27.73,846
2020-04-24,10.4,0.0,2.0,42.3,12.4,28.19,378
2020-04-25,14.4,0.0,1.8,58.8,12.2,25.56,658
2020-04-26,13.7,0.0,1.2,52.4,11.7,27.69,1948
2020-04-27,12.7,0.0,0.8,50.8,11.5,24.33,1281
2020-04-28,12.4,0.0,0.7,54.3,12.5,27.66,240
2020-04-29,14.6,0.0,0.9,51.4,12.6,27.62,1253
2020-04-30,16.0,0.0,1.2,68.0,12.6,27.94,1649
2020-05-01,20.7,0.0,1.4,74.1,12.2,25.73,2116
2020-05-02,19.2,1.3,0.8,81.5,4.4,15.22,2081
2020-05-03,16.8,29.5,0.4,94.9,0.0,4.02,1847
2020-05-04,20.8,0.0,0.6,81.0,10.2,24.07,1939
2020-05-05,17.7,0.0,0.6,81.1,0.9,7.84,1890
2020-05-06,19.1,0.0,1.0,63.5,12.6,27.78,2181
2020-05-07,16.2,0.0,1.2,53.5,12.6,28.19,1763
2020-05-08,15.7,0.0,0.7,66.6,9.3,22.0,1860
2020-05-09,17.0,45.9,1.0,92.6,0.0,3.29,2010
2020-05-10,18.1,0.0,1.1,72.1,9.3,23.37,2074
2020-05-11,19.6,0.0,0.6,58.8,12.6,28.76,2057
2020-05-12,19.4,0.0,2.3,44.3,12.7,27.36,1870
2020-05-13,17.1,0.0,0.9,51.8,12.7,29.29,1826
2020-05-14,17.2,0.0,0.6,55.3,9.4,21.61,1769
2020-05-15,15.0,17.8,0.3,91.9,0.0,2.45,1999
2020-05-16,19.4,0.8,0.4,84.8,7.0,21.23,1662
2020-05-17,19.3,0.0,0.9,82.6,7.8,21.27,356
2020-05-18,17.8,13.6,0.6,89.0,0.0,4.86,508
2020-05-19,14.3,0.0,1.7,75.5,6.6,17.06,1073
2020-05-20,15.8,0.0,0.9,72.3,7.5,24.66,2336
2020-05-21,16.1,0.0,0.9,75.8,5.6,17.05,2313
2020-05-22,16.5,0.0,0.9,72.9,11.3,24.93,2143
2020-05-23,17.4,0.0,1.1,72.4,13.0,28.7,2053
2020-05-24,19.7,0.0,1.0,80.3,5.5,18.18,1660
2020-05-25,19.4,0.0,0.5,74.4,4.1,17.67,2060
2020-05-26,19.1,0.0,0.6,78.0,6.0,17.66,314
2020-05-27,19.8,0.0,0.8,63.3,12.0,28.26,1897
2020-05-28,19.5,0.0,0.9,66.5,13.1,28.61,2243
2020-05-29,20.2,0.0,0.8,65.5,12.1,27.99,1948
2020-05-30,19.8,0.0,0.7,61.8,4.0,17.05,1694
2020-05-31,19.8,1.2,0.7,73.8,4.0,18.23,1938
2020-06-01,22.1,0.0,1.1,63.1,11.9,27.17,1962
2020-06-02,20.2,0.0,0.9,56.6,12.7,29.94,2104
2020-06-03,21.4,0.0,0.9,77.3,6.1,20.51,2094
2020-06-04,24.2,0.0,1.0,76.6,10.2,26.91,2106
2020-06-05,24.1,0.0,0.9,72.3,10.4,23.12,1426
2020-06-06,22.5,2.5,0.9,77.9,5.2,18.19,664
2020-06-07,22.6,0.0,0.8,71.3,10.3,25.85,1558
2020-06-08,23.1,0.0,0.7,63.6,13.0,28.59,1947
2020-06-09,24.2,0.0,0.8,67.6,13.1,29.42,1206
2020-06-10,24.7,0.4,0.9,75.8,10.4,25.34,1557
2020-06-11,24.8,3.2,0.8,85.9,4.8,17.84,1773
2020-06-12,24.6,11.2,0.9,87.5,5.0,18.63,1898
2020-06-13,23.1,39.6,0.6,91.9,0.6,9.64,640
2020-06-14,24.4,11.6,1.2,90.9,4.1,13.21,1781
2020-06-15,23.6,0.0,0.8,75.1,12.0,28.37,1795
2020-06-16,23.9,0.0,0.8,64.9,13.2,28.86,1716
2020-06-17,21.5,0.5,0.6,77.9,4.8,16.24,1393
2020-06-18,18.1,38.5,0.7,95.9,0.0,3.73,1599
2020-06-19,22.3,2.2,1.1,77.1,8.3,24.97,1905
2020-06-20,22.3,0.0,0.6,80.4,5.8,17.62,2025
2020-06-21,22.3,0.0,0.9,78.8,9.9,24.86,1170
2020-06-22,22.9,0.0,1.2,76.4,11.7,29.15,1931
2020-06-23,23.4,0.0,0.8,75.1,10.7,28.16,1574
2020-06-24,22.0,26.9,0.3,92.8,0.0,5.89,2041
2020-06-25,22.9,2.9,0.8,94.9,0.0,7.24,240
2020-06-26,24.4,0.0,1.0,76.4,12.0,29.37,1018
2020-06-27,24.2,0.0,0.6,82.1,7.3,20.7,1401
2020-06-28,25.8,0.0,0.8,78.5,11.7,28.2,258
2020-06-29,21.8,92.6,1.0,92.3,0.0,4.96,1505
2020-06-30,22.7,2.1,2.9,77.0,8.7,26.48,791
2020-07-01,22.3,0.0,0.8,77.4,6.2,18.61,1986
2020-07-02,21.6,0.0,0.6,81.4,5.8,15.12,1328
2020-07-03,19.5,10.4,0.8,91.4,0.0,4.98,2003
2020-07-04,21.1,0.0,0.5,84.5,1.1,13.16,1663
2020-07-05,22.2,0.0,0.5,83.8,4.0,16.67,2114
2020-07-06,22.0,0.0,0.3,92.8,0.0,5.14,1588
2020-07-07,24.6,0.0,1.0,84.9,9.6,24.76,1715
2020-07-08,24.9,0.0,0.9,80.3,9.4,23.96,1264
2020-07-09,22.6,2.6,1.1,90.6,0.5,9.32,392
2020-07-10,23.9,62.6,1.0,91.6,3.7,12.73,1082
2020-07-11,24.7,0.0,1.1,87.3,2.9,15.78,1830
2020-07-12,20.9,71.0,0.9,95.1,0.0,4.07,779
2020-07-13,19.3,121.1,0.6,98.9,0.0,3.36,1379
2020-07-14,20.2,7.9,1.0,96.3,0.0,6.85,1429
2020-07-15,19.5,7.5,0.5,97.8,0.0,6.36,1593
2020-07-16,22.0,0.0,0.8,83.1,8.9,24.37,1730
2020-07-17,22.7,0.0,0.9,81.9,8.9,23.65,456
2020-07-18,22.1,0.0,0.7,84.8,1.7,13.39,214
2020-07-19,23.3,6.6,0.7,94.1,0.0,5.3,282
2020-07-20,26.3,0.7,1.4,88.0,4.2,14.18,1141
2020-07-21,25.2,8.3,0.7,84.4,6.0,18.14,1620
2020-07-22,23.4,36.1,0.5,95.3,0.0,5.43,1795
2020-07-23,22.5,102.8,1.2,96.8,0.0,2.75,967
2020-07-24,21.1,9.3,1.2,92.5,0.0,3.21,696
2020-07-25,21.6,5.2,0.5,95.6,0.1,6.92,945
2020-07-26,23.7,0.0,0.9,81.3,10.8,26.09,501
2020-07-27,22.0,41.4,0.5,94.9,0.0,4.72,1584
2020-07-28,24.4,21.9,0.7,94.9,0.7,10.02,1754
2020-07-29,24.4,23.7,0.4,95.6,0.3,6.66,1710
2020-07-30,24.6,48.4,0.8,93.8,3.2,9.48,1826
2020-07-31,26.2,0.0,0.8,88.3,6.5,18.24,1746
2020-08-01,26.6,0.0,0.9,85.1,5.9,18.52,1586
2020-08-02,27.4,0.0,1.3,84.6,5.3,17.79,1816
2020-08-03,27.2,0.0,1.2,84.9,2.4,14.3,1737
2020-08-04,27.4,0.0,1.0,85.8,8.3,21.08,1753
2020-08-05,27.1,26.6,1.1,90.4,2.3,12.96,893
2020-08-06,26.9,11.8,1.6,89.3,0.2,5.83,1810
2020-08-07,25.4,90.3,0.8,95.0,0.0,4.13,1692
2020-08-08,25.3,107.5,1.1,94.4,0.0,2.83,1536
2020-08-09,27.4,1.1,1.6,84.6,9.2,21.88,1647
2020-08-10,25.8,68.9,1.2,95.3,0.0,4.73,1762
2020-08-11,26.5,21.9,1.2,89.8,3.0,9.37,734
2020-08-12,27.8,1.8,1.0,88.6,3.1,12.22,1250
2020-08-13,28.0,0.0,1.2,84.5,8.3,20.7,1491
2020-08-14,28.7,0.0,1.5,82.5,12.1,22.83,802
2020-08-15,29.2,0.0,1.3,79.4,12.5,25.5,1305
2020-08-16,28.4,0.0,1.0,81.5,11.3,25.36,1853
2020-08-17,28.3,0.0,0.8,81.3,10.1,25.08,1559
2020-08-18,28.5,0.0,0.9,79.5,12.2,25.53,1457
2020-08-19,28.3,0.0,0.7,78.5,12.3,25.98,1033
2020-08-20,28.4,0.0,0.8,77.4,12.3,25.89,567
2020-08-21,27.5,0.0,0.9,80.8,8.2,21.78,640
2020-08-22,26.7,0.0,0.8,79.1,4.1,14.2,907
2020-08-23,26.6,0.0,0.8,79.5,8.4,19.55,1357
2020-08-24,27.1,0.0,0.8,79.1,11.5,23.42,680
2020-08-25,28.0,0.0,1.0,77.8,10.5,20.38,1488
2020-08-26,27.4,8.3,2.1,85.0,4.9,12.4,312
2020-08-27,27.3,14.6,1.4,88.8,3.3,13.48,701
2020-08-28,26.7,0.8,0.5,90.1,4.1,10.59,355
2020-08-29,27.2,0.9,0.8,86.9,8.5,20.03,1527
2020-08-30,27.8,0.0,0.9,83.8,8.6,22.61,1382
2020-08-31,26.6,2.2,1.1,81.9,2.2,10.34,480
2020-09-01,26.0,0.0,0.8,79.6,4.1,13.67,225
2020-09-02,25.2,49.9,1.4,91.0,0.0,3.75,423
2020-09-03,25.8,50.5,3.9,66.6,10.5,22.83,393
2020-09-04,22.6,0.0,0.9,81.3,9.8,21.67,1037
2020-09-05,19.9,7.3,0.6,92.9,0.0,3.47,906
2020-09-06,20.3,7.9,1.6,89.1,0.0,4.26,538
2020-09-07,22.2,49.9,3.3,81.1,1.8,9.55,968
2020-09-08,24.3,0.5,1.8,79.9,8.5,17.25,1040
2020-09-09,22.5,10.8,0.9,85.6,6.8,15.36,1143
2020-09-10,22.9,10.5,0.6,82.9,7.9,18.58,993
2020-09-11,21.8,3.3,0.8,88.5,0.6,6.82,410
2020-09-12,21.2,2.4,1.3,82.4,1.6,9.95,1359
2020-09-13,20.5,0.4,0.5,86.8,1.0,9.86,1466
2020-09-14,22.1,0.0,0.6,83.0,6.8,18.36,1072
2020-09-15,22.8,0.0,0.6,80.0,9.8,18.78,1405
2020-09-16,21.4,1.8,0.4,91.6,0.1,5.86,1475
2020-09-17,20.6,3.7,0.3,92.6,0.1,5.42,1438
2020-09-18,18.9,1.1,0.6,87.6,1.7,9.29,1253
2020-09-19,18.6,0.0,1.0,74.5,10.1,18.84,1199
2020-09-20,18.2,0.0,0.9,71.8,10.7,22.09,206
2020-09-21,17.5,0.0,0.8,71.1,10.5,19.86,254
2020-09-22,17.6,0.0,1.0,75.6,4.4,12.48,514
2020-09-23,19.1,0.0,1.1,70.5,1.2,9.66,1385
2020-09-24,20.2,0.0,1.4,70.8,4.5,13.41,1145
2020-09-25,19.9,0.0,0.9,74.6,7.1,14.86,1082
2020-09-26,18.9,0.0,0.8,73.8,8.5,18.24,773
2020-09-27,18.4,0.0,0.9,75.5,8.7,16.65,599
2020-09-28,17.0,0.0,0.7,76.0,10.6,20.53,1103
2020-09-29,17.0,0.0,0.6,78.1,10.1,18.67,899
2020-09-30,18.9,0.0,0.8,72.8,9.3,17.61,230
2020-10-01,19.3,0.0,0.8,75.4,9.7,19.11,92
2020-10-02,19.5,0.0,0.8,82.1,8.5,17.49,1169
2020-10-03,20.6,0.0,0.7,77.4,5.7,14.62,1199
2020-10-04,19.5,0.2,0.6,82.8,1.8,9.27,917
2020-10-05,15.9,0.0,1.8,52.1,10.5,20.46,1032
2020-10-06,15.1,0.0,0.8,62.1,10.5,20.29,322
2020-10-07,17.4,0.0,1.2,60.5,10.1,19.19,1215
2020-10-08,18.2,0.0,2.4,57.0,9.8,18.16,1394
2020-10-09,18.8,0.0,2.2,53.1,9.6,17.7,1313
2020-10-10,18.3,0.0,1.2,64.4,4.3,12.28,1292
2020-10-11,16.2,0.0,0.8,72.8,8.4,16.57,1321
2020-10-12,17.2,0.0,0.8,73.0,9.2,17.23,1310
2020-10-13,14.2,0.0,0.8,63.1,7.7,15.67,1263
2020-10-14,13.4,0.0,0.7,63.5,5.6,11.97,608
2020-10-15,14.0,0.0,1.0,50.1,9.6,17.72,1256
2020-10-16,12.1,0.0,0.4,73.6,0.4,5.27,814
2020-10-17,14.2,0.0,0.6,71.3,9.3,16.84,154
2020-10-18,13.6,0.0,0.5,72.0,9.9,16.1,1105
2020-10-19,12.8,0.0,0.6,69.4,9.7,16.09,1214
2020-10-20,12.8,0.0,0.6,68.9,10.0,17.19,592
2020-10-21,13.4,27.6,0.4,85.0,1.0,5.23,928
2020-10-22,14.8,0.8,0.6,77.6,1.3,7.44,622
2020-10-23,11.1,0.0,1.4,53.1,10.0,17.77,569
2020-10-24,9.4,0.0,0.8,63.5,10.0,17.18,985
2020-10-25,10.8,0.0,0.6,74.0,9.1,16.1,1250
2020-10-26,11.4,0.0,0.5,74.0,9.3,15.81,1050
2020-10-27,11.7,0.0,0.4,73.8,9.7,14.5,1208
2020-10-28,12.7,0.0,0.4,80.9,4.2,7.97,1061
2020-10-29,10.5,0.0,0.6,65.0,9.9,15.63,1214
2020-10-30,10.7,0.0,0.5,69.1,9.9,15.15,1190
2020-10-31,9.9,0.0,0.4,75.4,9.0,13.88,1100
2020-11-01,11.7,0.4,0.4,82.9,0.1,3.59,783
2020-11-02,11.8,1.9,0.5,79.6,5.3,9.82,952
2020-11-03,7.3,0.0,2.0,57.0,9.5,15.3,822
2020-11-04,5.3,0.0,0.6,64.6,9.5,15.74,1121
2020-11-05,7.5,0.0,0.4,63.5,8.0,12.28,1111
2020-11-06,11.0,0.0,0.4,74.4,0.1,4.16,991
2020-11-07,12.8,0.0,0.4,77.9,5.9,11.36,1102
2020-11-08,10.2,0.0,1.3,51.0,9.3,13.9,1106
2020-11-09,8.0,0.0,1.7,42.9,9.3,14.91,634
2020-11-10,7.8,0.0,0.7,56.8,9.4,14.22,1005
2020-11-11,6.4,0.0,0.6,63.8,9.3,13.92,1035
2020-11-12,7.5,0.0,0.5,72.5,9.2,13.81,447
2020-11-13,8.4,0.0,0.4,74.4,9.2,12.8,1224
2020-11-14,9.8,0.0,0.4,82.3,8.1,10.66,1100
2020-11-15,10.3,0.0,0.4,79.6,9.0,12.9,1010
2020-11-16,11.3,0.0,0.5,73.4,8.4,12.39,193
