지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
192,진주,2019-01-01,-1.300 ,,0.900 ,50.400 ,7.700 ,10.830 
192,진주,2019-01-02,-0.600 ,,1.000 ,48.800 ,8.500 ,11.760 
192,진주,2019-01-03,-1.800 ,,0.400 ,50.000 ,8.500 ,12.460 
192,진주,2019-01-04,-0.400 ,,0.300 ,45.800 ,3.300 ,6.190 
192,진주,2019-01-05,2.300 ,,0.800 ,48.000 ,7.400 ,10.560 
192,진주,2019-01-06,0.000 ,,0.500 ,38.300 ,7.800 ,11.530 
192,진주,2019-01-07,0.100 ,,0.600 ,44.000 ,8.500 ,10.750 
192,진주,2019-01-08,0.800 ,,1.300 ,44.000 ,8.500 ,11.120 
192,진주,2019-01-09,-0.400 ,,1.000 ,38.800 ,4.800 ,8.810 
192,진주,2019-01-10,2.500 ,,1.300 ,47.400 ,6.800 ,10.720 
192,진주,2019-01-11,2.400 ,0.000 ,0.600 ,64.100 ,7.100 ,10.200 
192,진주,2019-01-12,3.700 ,4.000 ,0.600 ,83.600 ,3.200 ,6.360 
192,진주,2019-01-13,1.600 ,,0.400 ,76.600 ,7.100 ,10.950 
192,진주,2019-01-14,1.200 ,,0.400 ,65.900 ,7.900 ,11.270 
192,진주,2019-01-15,2.200 ,,1.200 ,55.900 ,7.500 ,9.790 
192,진주,2019-01-16,-0.800 ,,1.500 ,30.100 ,8.800 ,12.950 
192,진주,2019-01-17,0.000 ,,1.200 ,51.500 ,8.800 ,13.320 
192,진주,2019-01-18,0.700 ,,0.500 ,56.600 ,8.800 ,13.350 
192,진주,2019-01-19,3.700 ,0.000 ,0.600 ,61.600 ,4.300 ,8.710 
192,진주,2019-01-20,3.500 ,0.000 ,1.800 ,49.400 ,8.200 ,12.390 
192,진주,2019-01-21,-0.500 ,,0.700 ,55.100 ,9.000 ,13.560 
192,진주,2019-01-22,0.500 ,,0.600 ,62.300 ,9.000 ,13.100 
192,진주,2019-01-23,1.700 ,,0.700 ,55.800 ,9.000 ,12.270 
192,진주,2019-01-24,0.800 ,,0.600 ,50.900 ,9.000 ,14.360 
192,진주,2019-01-25,0.400 ,,1.400 ,45.100 ,3.900 ,8.140 
192,진주,2019-01-26,-0.300 ,,2.200 ,27.600 ,9.200 ,14.240 
192,진주,2019-01-27,-1.400 ,,0.700 ,48.300 ,9.200 ,14.480 
192,진주,2019-01-28,1.700 ,,1.600 ,44.900 ,8.400 ,12.450 
192,진주,2019-01-29,0.100 ,,0.700 ,49.500 ,9.200 ,14.080 
192,진주,2019-01-30,3.800 ,,0.600 ,46.500 ,4.400 ,10.540 
192,진주,2019-01-31,0.700 ,9.500 ,1.000 ,71.600 ,0.700 ,2.330 
192,진주,2019-02-01,-1.000 ,,1.000 ,59.500 ,9.400 ,14.940 
192,진주,2019-02-02,1.400 ,0.000 ,0.600 ,65.400 ,9.300 ,14.390 
192,진주,2019-02-03,6.800 ,13.500 ,1.200 ,82.500 ,0.100 ,2.270 
192,진주,2019-02-04,4.800 ,,2.100 ,31.500 ,8.800 ,14.690 
192,진주,2019-02-05,2.400 ,,0.600 ,49.100 ,9.000 ,14.870 
192,진주,2019-02-06,5.100 ,,0.600 ,57.800 ,8.300 ,13.540 
192,진주,2019-02-07,5.200 ,,1.800 ,45.900 ,4.800 ,9.820 
192,진주,2019-02-08,1.700 ,,1.300 ,23.900 ,7.900 ,14.050 
192,진주,2019-02-09,1.200 ,,1.900 ,28.300 ,7.900 ,13.560 
192,진주,2019-02-10,2.100 ,,1.000 ,35.500 ,5.600 ,9.930 
192,진주,2019-02-11,1.100 ,,1.800 ,34.400 ,9.800 ,15.780 
192,진주,2019-02-12,0.900 ,,0.700 ,48.000 ,8.800 ,14.930 
192,진주,2019-02-13,3.200 ,,1.400 ,34.100 ,9.600 ,15.000 
192,진주,2019-02-14,2.500 ,,1.000 ,37.000 ,6.400 ,12.910 
192,진주,2019-02-15,4.100 ,,0.800 ,52.300 ,3.000 ,10.060 
192,진주,2019-02-16,1.800 ,,1.800 ,44.300 ,8.500 ,15.140 
192,진주,2019-02-17,0.700 ,,0.800 ,41.100 ,10.100 ,17.370 
192,진주,2019-02-18,2.300 ,0.000 ,0.500 ,44.000 ,0.600 ,6.560 
192,진주,2019-02-19,4.200 ,29.000 ,0.500 ,85.900 ,0.000 ,4.300 
192,진주,2019-02-20,4.500 ,,1.300 ,58.500 ,9.600 ,16.610 
192,진주,2019-02-21,4.000 ,,0.900 ,57.800 ,9.400 ,16.850 
192,진주,2019-02-22,4.200 ,,0.400 ,64.000 ,4.000 ,10.160 
192,진주,2019-02-23,5.400 ,,0.900 ,62.100 ,9.600 ,16.950 
192,진주,2019-02-24,5.900 ,,0.700 ,65.000 ,10.100 ,17.290 
192,진주,2019-02-25,6.900 ,,0.600 ,56.000 ,9.700 ,17.230 
192,진주,2019-02-26,6.600 ,,0.800 ,49.400 ,10.000 ,17.020 
192,진주,2019-02-27,7.900 ,0.500 ,0.800 ,67.800 ,1.400 ,8.040 
192,진주,2019-02-28,8.500 ,0.500 ,0.800 ,64.600 ,8.200 ,15.460 
192,진주,2019-03-01,6.700 ,,0.700 ,58.800 ,9.500 ,17.650 
192,진주,2019-03-02,7.600 ,,0.700 ,63.400 ,8.800 ,13.460 
192,진주,2019-03-03,10.200 ,0.000 ,0.800 ,61.000 ,3.400 ,10.300 
192,진주,2019-03-04,10.200 ,,0.900 ,63.400 ,8.800 ,16.180 
192,진주,2019-03-05,8.900 ,,0.700 ,65.800 ,5.400 ,12.090 
192,진주,2019-03-06,9.200 ,2.000 ,0.800 ,80.500 ,4.200 ,10.680 
192,진주,2019-03-07,7.500 ,,1.200 ,62.800 ,9.300 ,16.080 
192,진주,2019-03-08,6.700 ,,0.800 ,65.800 ,10.600 ,19.920 
192,진주,2019-03-09,8.000 ,0.000 ,0.900 ,69.400 ,9.300 ,16.960 
192,진주,2019-03-10,7.100 ,21.000 ,1.200 ,92.400 ,0.000 ,4.040 
192,진주,2019-03-11,6.800 ,0.000 ,1.300 ,79.900 ,6.600 ,15.260 
192,진주,2019-03-12,6.900 ,0.000 ,1.900 ,65.900 ,6.400 ,15.420 
192,진주,2019-03-13,4.500 ,,2.200 ,38.400 ,9.700 ,18.960 
192,진주,2019-03-14,5.300 ,,0.900 ,54.300 ,10.800 ,21.550 
192,진주,2019-03-15,5.100 ,0.000 ,1.600 ,65.400 ,6.000 ,14.320 
192,진주,2019-03-16,6.100 ,,1.200 ,64.800 ,10.800 ,20.190 
192,진주,2019-03-17,7.200 ,,0.800 ,61.500 ,11.000 ,21.910 
192,진주,2019-03-18,8.100 ,,1.000 ,63.900 ,7.200 ,14.260 
192,진주,2019-03-19,11.600 ,,0.900 ,59.600 ,10.700 ,19.490 
192,진주,2019-03-20,11.200 ,19.000 ,0.700 ,81.400 ,0.500 ,7.100 
192,진주,2019-03-21,14.600 ,0.000 ,2.000 ,58.400 ,9.400 ,17.110 
192,진주,2019-03-22,9.300 ,,1.800 ,40.900 ,10.800 ,23.330 
192,진주,2019-03-23,6.300 ,0.000 ,2.100 ,41.800 ,8.700 ,19.320 
192,진주,2019-03-24,4.900 ,,1.200 ,55.600 ,11.400 ,24.040 
192,진주,2019-03-25,6.000 ,,0.900 ,64.900 ,8.200 ,15.150 
192,진주,2019-03-26,9.700 ,,0.800 ,59.800 ,10.500 ,22.480 
192,진주,2019-03-27,12.300 ,,1.600 ,55.500 ,10.700 ,21.140 
192,진주,2019-03-28,12.800 ,,1.100 ,68.000 ,9.600 ,19.190 
192,진주,2019-03-29,12.700 ,,0.900 ,77.000 ,8.800 ,18.320 
192,진주,2019-03-30,11.200 ,0.000 ,2.500 ,53.500 ,9.800 ,20.510 
192,진주,2019-03-31,6.600 ,,2.200 ,37.800 ,10.800 ,24.300 
192,진주,2019-04-01,6.300 ,,1.600 ,42.100 ,10.700 ,23.370 
192,진주,2019-04-02,7.700 ,,1.400 ,45.600 ,11.400 ,25.030 
192,진주,2019-04-03,8.800 ,,1.300 ,33.000 ,11.300 ,25.560 
192,진주,2019-04-04,10.900 ,,1.400 ,40.300 ,11.200 ,24.920 
192,진주,2019-04-05,12.800 ,,1.400 ,48.800 ,11.100 ,21.760 
192,진주,2019-04-06,12.600 ,,1.200 ,45.500 ,11.300 ,24.050 
192,진주,2019-04-07,11.500 ,,0.600 ,82.400 ,1.300 ,6.850 
192,진주,2019-04-08,14.300 ,,1.200 ,67.900 ,8.600 ,20.660 
192,진주,2019-04-09,10.400 ,24.000 ,2.000 ,66.500 ,5.300 ,13.170 
192,진주,2019-04-10,8.400 ,10.900 ,1.700 ,79.600 ,0.000 ,7.090 
192,진주,2019-04-11,9.100 ,,0.800 ,76.500 ,5.800 ,15.080 
192,진주,2019-04-12,10.900 ,,1.000 ,63.900 ,9.000 ,23.840 
192,진주,2019-04-13,11.500 ,,0.900 ,58.400 ,7.200 ,17.110 
192,진주,2019-04-14,12.200 ,0.000 ,1.600 ,54.600 ,3.600 ,10.100 
192,진주,2019-04-15,11.300 ,,1.100 ,52.800 ,12.000 ,26.040 
192,진주,2019-04-16,13.100 ,,0.900 ,54.500 ,10.300 ,21.740 
192,진주,2019-04-17,15.200 ,,1.000 ,62.400 ,8.200 ,18.620 
192,진주,2019-04-18,14.800 ,,1.100 ,72.000 ,11.600 ,25.500 
192,진주,2019-04-19,12.700 ,,0.800 ,82.000 ,0.900 ,5.170 
192,진주,2019-04-20,14.000 ,,0.900 ,71.500 ,11.800 ,25.450 
192,진주,2019-04-21,16.500 ,,0.700 ,74.500 ,7.300 ,16.320 
192,진주,2019-04-22,17.500 ,,0.900 ,73.500 ,11.100 ,21.010 
192,진주,2019-04-23,14.700 ,8.300 ,0.400 ,90.100 ,0.000 ,5.220 
192,진주,2019-04-24,17.600 ,6.000 ,0.500 ,93.300 ,1.900 ,10.520 
192,진주,2019-04-25,15.200 ,11.100 ,0.700 ,95.400 ,0.100 ,3.720 
192,진주,2019-04-26,12.300 ,0.000 ,1.300 ,80.100 ,0.400 ,8.320 
192,진주,2019-04-27,12.000 ,0.000 ,1.100 ,71.100 ,11.100 ,24.980 
192,진주,2019-04-28,12.000 ,0.100 ,0.800 ,76.500 ,5.500 ,16.540 
192,진주,2019-04-29,11.100 ,54.200 ,0.600 ,94.000 ,0.000 ,2.240 
192,진주,2019-04-30,15.700 ,,1.000 ,85.000 ,6.900 ,15.640 
192,진주,2019-05-01,16.700 ,,1.000 ,71.000 ,7.300 ,19.500 
192,진주,2019-05-02,16.000 ,,1.000 ,59.000 ,12.600 ,28.090 
192,진주,2019-05-03,16.200 ,,1.100 ,55.500 ,12.600 ,27.750 
192,진주,2019-05-04,16.700 ,,0.700 ,60.600 ,11.400 ,24.090 
192,진주,2019-05-05,18.100 ,,0.900 ,60.100 ,11.600 ,25.170 
192,진주,2019-05-06,15.400 ,,1.200 ,65.400 ,10.900 ,26.320 
192,진주,2019-05-07,14.600 ,0.000 ,1.200 ,58.000 ,12.900 ,28.730 
192,진주,2019-05-08,14.700 ,,0.900 ,59.600 ,9.900 ,22.160 
192,진주,2019-05-09,16.200 ,,0.800 ,54.900 ,10.100 ,25.470 
192,진주,2019-05-10,16.700 ,,0.900 ,56.900 ,11.500 ,27.000 
192,진주,2019-05-11,17.900 ,,0.900 ,55.800 ,12.500 ,27.350 
192,진주,2019-05-12,18.300 ,,0.900 ,55.300 ,12.300 ,27.590 
192,진주,2019-05-13,17.800 ,,1.000 ,65.500 ,10.400 ,23.500 
192,진주,2019-05-14,21.000 ,0.000 ,1.200 ,72.000 ,9.300 ,21.080 
192,진주,2019-05-15,20.300 ,,0.900 ,70.300 ,11.000 ,23.210 
192,진주,2019-05-16,20.800 ,,0.800 ,64.800 ,11.600 ,26.310 
192,진주,2019-05-17,20.700 ,4.700 ,1.300 ,67.500 ,8.400 ,20.590 
192,진주,2019-05-18,17.200 ,44.200 ,1.100 ,93.600 ,0.000 ,3.590 
192,진주,2019-05-19,18.600 ,15.700 ,0.500 ,95.000 ,0.000 ,5.690 
192,진주,2019-05-20,17.500 ,0.400 ,1.400 ,67.800 ,5.800 ,14.800 
192,진주,2019-05-21,17.600 ,,1.300 ,46.900 ,13.100 ,30.260 
192,진주,2019-05-22,18.700 ,,1.200 ,57.000 ,13.100 ,29.920 
192,진주,2019-05-23,21.100 ,,1.000 ,61.300 ,12.800 ,28.570 
192,진주,2019-05-24,21.500 ,,1.000 ,64.800 ,12.800 ,27.110 
192,진주,2019-05-25,22.400 ,,0.700 ,62.400 ,10.000 ,21.720 
192,진주,2019-05-26,22.000 ,0.100 ,1.100 ,66.900 ,9.200 ,26.030 
192,진주,2019-05-27,19.800 ,66.000 ,1.900 ,90.500 ,0.000 ,3.110 
192,진주,2019-05-28,18.800 ,,1.500 ,50.800 ,9.600 ,23.890 
192,진주,2019-05-29,19.700 ,,1.100 ,54.100 ,13.300 ,29.780 
192,진주,2019-05-30,20.300 ,0.000 ,1.100 ,54.400 ,9.900 ,24.240 
192,진주,2019-05-31,17.100 ,1.200 ,1.100 ,76.300 ,8.100 ,22.200 
192,진주,2019-06-01,19.000 ,,0.900 ,67.300 ,10.300 ,24.550 
192,진주,2019-06-02,20.100 ,,0.900 ,65.800 ,12.300 ,25.580 
192,진주,2019-06-03,21.500 ,,1.000 ,64.900 ,12.700 ,28.110 
192,진주,2019-06-04,22.500 ,,1.100 ,71.400 ,12.100 ,27.960 
192,진주,2019-06-05,23.900 ,,0.900 ,65.900 ,12.500 ,28.010 
192,진주,2019-06-06,21.100 ,21.400 ,1.000 ,82.100 ,7.400 ,18.210 
192,진주,2019-06-07,19.000 ,15.800 ,0.700 ,89.300 ,0.200 ,7.340 
192,진주,2019-06-08,20.200 ,0.200 ,1.000 ,79.300 ,10.200 ,24.260 
192,진주,2019-06-09,20.600 ,,1.300 ,71.800 ,11.000 ,27.220 
192,진주,2019-06-10,19.200 ,0.300 ,1.300 ,72.400 ,2.600 ,14.030 
192,진주,2019-06-11,19.000 ,1.900 ,1.100 ,75.900 ,7.600 ,22.180 
192,진주,2019-06-12,20.700 ,,1.100 ,71.800 ,10.200 ,26.820 
192,진주,2019-06-13,21.100 ,,1.200 ,72.300 ,9.100 ,26.040 
192,진주,2019-06-14,19.100 ,2.700 ,0.600 ,82.900 ,0.300 ,6.700 
192,진주,2019-06-15,21.900 ,0.000 ,1.300 ,67.600 ,10.600 ,26.380 
192,진주,2019-06-16,20.900 ,,1.100 ,70.800 ,10.000 ,25.410 
192,진주,2019-06-17,21.900 ,,1.200 ,73.900 ,8.900 ,23.800 
192,진주,2019-06-18,22.300 ,,0.900 ,76.000 ,5.300 ,17.170 
192,진주,2019-06-19,22.800 ,0.000 ,1.000 ,77.600 ,8.600 ,22.270 
192,진주,2019-06-20,24.200 ,,1.100 ,72.300 ,10.800 ,25.050 
192,진주,2019-06-21,24.400 ,,1.100 ,69.900 ,11.000 ,25.900 
192,진주,2019-06-22,22.300 ,0.500 ,1.200 ,75.400 ,3.700 ,15.640 
192,진주,2019-06-23,21.500 ,6.300 ,1.200 ,71.900 ,11.000 ,27.050 
192,진주,2019-06-24,21.900 ,,1.100 ,76.300 ,10.200 ,24.890 
192,진주,2019-06-25,23.300 ,,1.200 ,71.900 ,12.700 ,27.930 
192,진주,2019-06-26,18.500 ,93.700 ,0.500 ,93.400 ,0.000 ,1.980 
192,진주,2019-06-27,23.900 ,40.000 ,0.700 ,88.500 ,4.900 ,15.950 
192,진주,2019-06-28,24.200 ,,1.100 ,81.500 ,6.700 ,21.830 
192,진주,2019-06-29,20.700 ,60.900 ,0.500 ,94.500 ,0.000 ,2.380 
192,진주,2019-06-30,23.900 ,,0.700 ,86.100 ,4.400 ,18.070 
192,진주,2019-07-01,23.800 ,0.300 ,0.700 ,87.100 ,1.200 ,9.360 
192,진주,2019-07-02,24.000 ,,0.900 ,78.000 ,11.600 ,26.730 
192,진주,2019-07-03,23.100 ,,0.800 ,81.900 ,4.800 ,16.560 
192,진주,2019-07-04,24.500 ,,0.800 ,72.300 ,11.900 ,26.270 
192,진주,2019-07-05,24.800 ,,0.800 ,74.600 ,12.000 ,23.590 
192,진주,2019-07-06,25.000 ,,1.500 ,63.400 ,13.200 ,28.860 
192,진주,2019-07-07,23.100 ,,1.300 ,69.000 ,6.300 ,19.860 
192,진주,2019-07-08,23.100 ,0.000 ,1.300 ,65.600 ,6.700 ,19.840 
192,진주,2019-07-09,23.000 ,,1.400 ,67.100 ,4.000 ,15.080 
192,진주,2019-07-10,20.700 ,27.000 ,1.000 ,87.100 ,0.000 ,3.780 
192,진주,2019-07-11,24.200 ,0.100 ,1.300 ,80.500 ,6.100 ,19.760 
192,진주,2019-07-12,24.300 ,,1.100 ,73.400 ,10.400 ,26.450 
192,진주,2019-07-13,22.100 ,0.900 ,0.800 ,87.600 ,3.400 ,10.290 
192,진주,2019-07-14,23.800 ,0.600 ,0.900 ,80.300 ,6.500 ,17.700 
192,진주,2019-07-15,24.100 ,5.100 ,0.900 ,79.100 ,6.600 ,18.140 
192,진주,2019-07-16,23.700 ,4.800 ,0.900 ,81.100 ,8.500 ,20.320 
192,진주,2019-07-17,24.400 ,2.000 ,0.900 ,78.000 ,9.800 ,22.150 
192,진주,2019-07-18,22.500 ,24.800 ,0.700 ,91.300 ,0.000 ,5.760 
192,진주,2019-07-19,23.500 ,30.700 ,0.700 ,94.500 ,0.000 ,1.780 
192,진주,2019-07-20,24.100 ,113.100 ,2.700 ,93.900 ,0.000 ,2.850 
192,진주,2019-07-21,25.300 ,24.000 ,2.000 ,87.300 ,2.300 ,12.620 
192,진주,2019-07-22,26.800 ,,1.100 ,85.100 ,8.800 ,20.600 
192,진주,2019-07-23,27.300 ,,1.200 ,82.500 ,9.300 ,21.900 
192,진주,2019-07-24,26.300 ,,1.200 ,86.300 ,1.600 ,12.290 
192,진주,2019-07-25,26.600 ,0.000 ,0.900 ,88.600 ,2.500 ,9.780 
192,진주,2019-07-26,27.100 ,0.000 ,1.100 ,87.300 ,2.500 ,13.840 
192,진주,2019-07-27,26.700 ,0.600 ,0.600 ,90.100 ,0.000 ,5.430 
192,진주,2019-07-28,27.700 ,,1.500 ,82.600 ,7.100 ,19.420 
192,진주,2019-07-29,27.800 ,,1.100 ,81.000 ,11.300 ,23.550 
192,진주,2019-07-30,28.500 ,,1.400 ,80.400 ,9.700 ,22.150 
192,진주,2019-07-31,28.800 ,,1.500 ,79.300 ,11.900 ,26.190 
192,진주,2019-08-01,28.400 ,,1.100 ,78.600 ,12.500 ,27.190 
192,진주,2019-08-02,28.800 ,,0.900 ,77.800 ,12.000 ,25.280 
192,진주,2019-08-03,28.500 ,,0.700 ,79.100 ,9.800 ,22.720 
192,진주,2019-08-04,29.000 ,,0.900 ,73.300 ,11.600 ,24.630 
192,진주,2019-08-05,29.000 ,,0.700 ,75.400 ,9.700 ,21.670 
192,진주,2019-08-06,26.500 ,7.300 ,1.300 ,78.800 ,2.400 ,10.480 
192,진주,2019-08-07,27.700 ,0.000 ,1.200 ,80.600 ,10.600 ,24.240 
192,진주,2019-08-08,28.400 ,,0.800 ,77.500 ,10.200 ,22.260 
192,진주,2019-08-09,28.400 ,,0.700 ,76.900 ,11.800 ,21.640 
192,진주,2019-08-10,28.100 ,,1.200 ,75.400 ,11.900 ,24.360 
192,진주,2019-08-11,28.000 ,,2.200 ,75.500 ,7.800 ,21.130 
192,진주,2019-08-12,28.200 ,0.200 ,1.400 ,79.500 ,2.400 ,10.540 
192,진주,2019-08-13,28.600 ,2.200 ,0.700 ,81.100 ,8.100 ,20.200 
192,진주,2019-08-14,29.400 ,0.600 ,1.600 ,71.800 ,8.900 ,19.470 
192,진주,2019-08-15,28.300 ,0.300 ,1.700 ,75.600 ,3.500 ,12.730 
